order_item_id,order_id,sku,product_name,category,quantity,unit_price
2441,2878,OUT-8091,Insulated Bottle,Outdoors,4,67.12
2442,2333,KIT-5768,Chef Knife,Kitchen,3,120.48
2443,3926,HOM-1946,Candle Set,Home,2,41.6
2444,3701,OFF-5011,Whiteboard,Office,3,150.81
2445,2100,HOM-8012,Throw Blanket,Home,1,102.01
2446,4118,APP-5377,Rain Jacket,Apparel,4,107.79
2447,4691,APP-4532,Canvas Tote,Apparel,1,189.23
2448,276,OUT-8138,Trail Backpack,Outdoors,1,137.51
2449,2804,HOM-1886,Storage Bin,Home,1,73.16
2450,1694,KIT-3135,Chef Knife,Kitchen,2,116.45
2451,3295,OUT-4587,Insulated Bottle,Outdoors,1,116.86
2452,1353,HOM-7546,Wall Clock,Home,1,184.33
2453,2006,ELE-2922,Webcam HD,Electronics,3,57.35
2454,493,HOM-4415,Storage Bin,Home,4,11.7
2455,1196,KIT-6853,Spice Rack,Kitchen,1,109.18
2456,2674,ELE-5787,Wireless Earbuds,Electronics,1,21.33
2457,4356,HOM-7299,Throw Blanket,Home,4,30.11
2458,455,APP-3038,Canvas Tote,Apparel,3,12.94
2459,1946,ELE-5871,Bluetooth Speaker,Electronics,2,136.7
2460,1782,OFF-8265,Standing Mat,Office,3,95.82
2461,3663,HOM-9608,Candle Set,Home,4,34.51
2462,2700,KIT-4878,French Press,Kitchen,2,26.2
2463,694,OFF-8962,Desk Organizer,Office,1,131.15
2464,4221,HOM-5497,Storage Bin,Home,3,114.39
2465,807,OFF-4025,Standing Mat,Office,3,73.81
2466,3826,KIT-9648,Mixing Bowls,Kitchen,3,128.02
2467,650,APP-1672,Rain Jacket,Apparel,1,178.44
2468,1016,OFF-6379,Ergo Mouse,Office,3,54.9
2469,4111,OUT-2692,Hiking Poles,Outdoors,2,68.95
2470,2410,OFF-5615,Whiteboard,Office,2,28.06
2471,2666,KIT-9362,Chef Knife,Kitchen,2,126.75
2472,2361,OUT-1672,Trail Backpack,Outdoors,1,67.83
2473,3635,OUT-6916,Headlamp,Outdoors,1,71.46
2474,1724,APP-9328,Rain Jacket,Apparel,2,164.15
2475,4160,KIT-3499,Cutting Board,Kitchen,1,148.99
2476,2458,OUT-9137,Hiking Poles,Outdoors,4,56.68
2477,4706,HOM-5650,Wall Clock,Home,3,28.49
2478,1777,OFF-3431,Ergo Mouse,Office,3,141.8
2479,2035,OUT-8699,Headlamp,Outdoors,2,10.11
2480,509,KIT-6422,French Press,Kitchen,4,116.76
2481,2329,OFF-7816,Standing Mat,Office,1,55.51
2482,865,OUT-3172,Hiking Poles,Outdoors,1,110.14
2483,3456,KIT-2923,Mixing Bowls,Kitchen,1,73.6
2484,1811,APP-3764,Crew Socks 3-Pack,Apparel,3,85.85
2485,2159,OFF-7153,Notebook Set,Office,1,150.14
2486,1254,OUT-8908,Insulated Bottle,Outdoors,1,43.1
2487,515,APP-2854,Rain Jacket,Apparel,2,43.95
2488,846,OUT-1915,Camp Chair,Outdoors,1,182.74
2489,2756,OFF-5747,Desk Organizer,Office,1,120.91
2490,2755,APP-4069,Baseball Cap,Apparel,5,84.58
2491,4574,KIT-4334,Cutting Board,Kitchen,1,184.52
2492,3963,KIT-7795,Mixing Bowls,Kitchen,2,109.56
2493,2918,ELE-2501,Bluetooth Speaker,Electronics,1,83.37
2494,417,APP-2301,Zip Hoodie,Apparel,1,74.8
2495,2701,KIT-6260,Mixing Bowls,Kitchen,3,24.1
2496,4744,OUT-4793,Headlamp,Outdoors,1,108.74
2497,379,OFF-2123,Desk Organizer,Office,2,83.89
2498,4289,OFF-9293,Whiteboard,Office,2,125.25
2499,201,ELE-7038,Wireless Earbuds,Electronics,1,146.52
2500,1614,OFF-2521,Notebook Set,Office,1,160.93
2501,1419,ELE-7650,USB-C Hub,Electronics,1,13.03
2502,1556,KIT-4557,Cutting Board,Kitchen,4,86.31
2503,4095,OFF-4030,Notebook Set,Office,4,128.81
2504,1935,OFF-8332,Whiteboard,Office,2,179.68
2505,515,OFF-4461,Whiteboard,Office,2,58.84
2506,3685,OFF-7753,Notebook Set,Office,3,86.1
2507,2036,KIT-3213,French Press,Kitchen,2,106.48
2508,2450,OFF-4040,Notebook Set,Office,1,142.93
2509,3316,OUT-8876,Trail Backpack,Outdoors,1,140.2
2510,3384,APP-1491,Rain Jacket,Apparel,1,125.62
2511,1591,KIT-9108,Cutting Board,Kitchen,2,86.43
2512,1963,OUT-6361,Headlamp,Outdoors,2,132.0
2513,4503,OUT-5953,Hiking Poles,Outdoors,1,110.66
2514,2549,OUT-8305,Headlamp,Outdoors,2,62.98
2515,2108,OUT-4559,Headlamp,Outdoors,5,111.12
2516,2744,HOM-6358,Throw Blanket,Home,1,86.99
2517,2548,KIT-4211,Cutting Board,Kitchen,2,8.86
2518,1251,KIT-1182,Mixing Bowls,Kitchen,3,178.78
2519,3073,APP-7366,Canvas Tote,Apparel,1,129.17
2520,4255,ELE-9810,Wireless Earbuds,Electronics,1,32.45
2521,1196,HOM-5362,Table Lamp,Home,1,96.78
2522,1522,ELE-8662,USB-C Hub,Electronics,1,95.92
2523,4572,APP-7337,Crew Socks 3-Pack,Apparel,2,18.76
2524,4217,OUT-5928,Hiking Poles,Outdoors,2,188.04
2525,2677,OUT-5007,Headlamp,Outdoors,1,55.58
2526,2701,APP-7308,Canvas Tote,Apparel,2,174.14
2527,2667,KIT-7543,Mixing Bowls,Kitchen,2,128.88
2528,3047,OUT-7313,Headlamp,Outdoors,2,7.38
2529,2889,APP-3158,Crew Socks 3-Pack,Apparel,4,123.6
2530,3924,KIT-5278,Mixing Bowls,Kitchen,2,179.13
2531,2163,HOM-4673,Storage Bin,Home,1,13.66
2532,3368,ELE-8117,Bluetooth Speaker,Electronics,1,168.54
2533,2075,HOM-2006,Throw Blanket,Home,1,23.05
2534,4179,OUT-5096,Hiking Poles,Outdoors,1,25.24
2535,3021,HOM-5088,Throw Blanket,Home,1,122.57
2536,760,OFF-6695,Whiteboard,Office,2,127.29
2537,2788,OUT-2659,Trail Backpack,Outdoors,1,64.93
2538,4484,APP-9903,Crew Socks 3-Pack,Apparel,1,55.14
2539,1537,HOM-9203,Table Lamp,Home,3,94.06
2540,3468,OUT-4050,Insulated Bottle,Outdoors,3,129.9
2541,391,APP-4394,Zip Hoodie,Apparel,1,24.52
2542,3295,ELE-2268,Power Bank,Electronics,2,96.85
2543,313,APP-3079,Zip Hoodie,Apparel,2,103.75
2544,2864,OUT-7658,Trail Backpack,Outdoors,1,116.53
2545,2735,HOM-1310,Storage Bin,Home,2,71.29
2546,3517,ELE-5750,Wireless Earbuds,Electronics,1,172.34
2547,4128,HOM-6113,Throw Blanket,Home,4,8.13
2548,3965,OUT-3023,Trail Backpack,Outdoors,1,85.33
2549,89,OFF-3292,Desk Organizer,Office,1,107.6
2550,3734,APP-4295,Rain Jacket,Apparel,3,27.16
2551,3662,HOM-1716,Table Lamp,Home,1,22.12
2552,1035,OUT-5078,Trail Backpack,Outdoors,3,39.86
2553,3482,OUT-7523,Trail Backpack,Outdoors,3,39.11
2554,1649,OUT-7780,Camp Chair,Outdoors,5,69.16
2555,182,OUT-5104,Insulated Bottle,Outdoors,1,67.7
2556,1228,OUT-3274,Hiking Poles,Outdoors,4,130.41
2557,3320,KIT-1941,Mixing Bowls,Kitchen,1,139.49
2558,924,ELE-6836,Wireless Earbuds,Electronics,4,161.71
2559,3577,OFF-1682,Ergo Mouse,Office,1,7.49
2560,3788,ELE-3913,Wireless Earbuds,Electronics,1,102.62
2561,3139,OUT-4319,Headlamp,Outdoors,3,184.84
2562,2990,HOM-4762,Candle Set,Home,3,175.17
2563,137,KIT-5466,French Press,Kitchen,2,141.33
2564,2619,ELE-6420,Webcam HD,Electronics,1,17.25
2565,3624,OFF-4085,Standing Mat,Office,1,26.8
2566,4326,HOM-3423,Throw Blanket,Home,1,79.45
2567,2172,OUT-6477,Headlamp,Outdoors,2,132.18
2568,905,OFF-3337,Notebook Set,Office,2,62.73
2569,531,APP-9919,Rain Jacket,Apparel,2,149.56
2570,808,ELE-4626,Power Bank,Electronics,1,78.61
2571,2991,KIT-4674,Cutting Board,Kitchen,5,44.15
2572,1951,ELE-8896,Bluetooth Speaker,Electronics,2,74.39
2573,2480,HOM-1867,Storage Bin,Home,1,156.98
2574,2309,ELE-5317,Webcam HD,Electronics,1,177.01
2575,271,KIT-2571,Cutting Board,Kitchen,3,8.95
2576,2209,OUT-2823,Camp Chair,Outdoors,3,69.39
2577,1390,OFF-4476,Desk Organizer,Office,4,121.84
2578,4632,KIT-2516,Mixing Bowls,Kitchen,1,160.81
2579,4417,APP-9670,Baseball Cap,Apparel,1,76.27
2580,3641,APP-6809,Crew Socks 3-Pack,Apparel,2,97.32
2581,1940,KIT-4915,Spice Rack,Kitchen,1,135.35
2582,469,KIT-6948,French Press,Kitchen,4,114.9
2583,3101,OFF-4099,Whiteboard,Office,1,126.02
2584,3999,OFF-7156,Desk Organizer,Office,1,98.41
2585,4253,OFF-5914,Standing Mat,Office,1,71.11
2586,2425,APP-6473,Zip Hoodie,Apparel,2,177.44
2587,3020,OUT-9150,Camp Chair,Outdoors,3,188.25
2588,3021,ELE-5275,Power Bank,Electronics,1,166.08
2589,3842,OFF-7969,Standing Mat,Office,1,179.34
2590,1494,OUT-3623,Camp Chair,Outdoors,1,146.09
2591,3138,KIT-2987,Chef Knife,Kitchen,2,100.78
2592,164,KIT-1432,Chef Knife,Kitchen,5,169.16
2593,1805,OUT-2114,Camp Chair,Outdoors,2,161.5
2594,29,OFF-8657,Notebook Set,Office,1,166.63
2595,1114,OUT-3753,Hiking Poles,Outdoors,2,70.07
2596,4292,OUT-9043,Hiking Poles,Outdoors,3,150.63
2597,694,APP-8604,Canvas Tote,Apparel,1,77.57
2598,1061,ELE-6502,Wireless Earbuds,Electronics,1,127.04
2599,4915,OUT-8110,Trail Backpack,Outdoors,1,96.82
2600,1658,KIT-6931,French Press,Kitchen,1,153.05
2601,919,OFF-3446,Desk Organizer,Office,1,165.34
2602,985,HOM-7574,Wall Clock,Home,1,176.71
2603,4661,KIT-5625,Mixing Bowls,Kitchen,2,150.18
2604,4996,HOM-1735,Wall Clock,Home,1,72.31
2605,3477,OUT-9600,Trail Backpack,Outdoors,1,93.53
2606,2975,OFF-3141,Notebook Set,Office,2,96.67
2607,4069,APP-8360,Canvas Tote,Apparel,4,58.62
2608,3696,OFF-7124,Desk Organizer,Office,3,119.39
2609,2729,KIT-6028,Spice Rack,Kitchen,1,50.03
2610,3168,OFF-8695,Whiteboard,Office,3,39.46
2611,1185,ELE-4279,Wireless Earbuds,Electronics,1,76.52
2612,2083,OUT-3016,Headlamp,Outdoors,1,155.19
2613,917,OFF-7885,Notebook Set,Office,5,112.25
2614,1728,APP-1615,Zip Hoodie,Apparel,1,20.95
2615,4548,OUT-4551,Headlamp,Outdoors,1,124.37
2616,4345,HOM-8822,Candle Set,Home,1,50.07
2617,2716,HOM-3812,Storage Bin,Home,1,116.46
2618,2268,OFF-5154,Ergo Mouse,Office,1,29.66
2619,1527,OFF-7606,Desk Organizer,Office,2,128.58
2620,1614,APP-3002,Rain Jacket,Apparel,1,111.41
2621,1354,HOM-4621,Table Lamp,Home,1,124.99
2622,4184,OUT-1132,Trail Backpack,Outdoors,3,110.87
2623,2269,KIT-7119,Mixing Bowls,Kitchen,3,124.87
2624,455,APP-8902,Rain Jacket,Apparel,2,97.57
2625,3953,OFF-8515,Notebook Set,Office,1,20.56
2626,1029,KIT-4468,French Press,Kitchen,1,65.42
2627,2866,HOM-2253,Candle Set,Home,1,67.46
2628,2882,ELE-3305,Power Bank,Electronics,4,91.07
2629,411,OFF-9447,Standing Mat,Office,1,151.05
2630,3118,OFF-8384,Standing Mat,Office,2,188.49
2631,1528,OFF-4228,Standing Mat,Office,1,25.37
2632,4390,OUT-1078,Hiking Poles,Outdoors,3,105.28
2633,2659,ELE-5460,Webcam HD,Electronics,1,175.85
2634,2234,APP-1990,Crew Socks 3-Pack,Apparel,3,19.33
2635,2457,HOM-8765,Storage Bin,Home,1,42.3
2636,2281,OFF-2879,Desk Organizer,Office,4,7.25
2637,4298,ELE-9940,Power Bank,Electronics,3,119.53
2638,931,HOM-5020,Table Lamp,Home,1,184.71
2639,2630,HOM-6024,Candle Set,Home,3,169.45
2640,636,ELE-6323,Wireless Earbuds,Electronics,2,13.87
2641,1546,APP-7052,Baseball Cap,Apparel,1,124.66
2642,3376,APP-7297,Zip Hoodie,Apparel,1,159.28
2643,2739,APP-7819,Rain Jacket,Apparel,5,7.58
2644,1458,ELE-6598,USB-C Hub,Electronics,2,152.12
2645,1390,HOM-5661,Table Lamp,Home,1,160.08
2646,683,OUT-5834,Insulated Bottle,Outdoors,1,77.43
2647,509,OFF-5246,Standing Mat,Office,1,16.06
2648,415,OUT-5093,Camp Chair,Outdoors,4,103.15
2649,631,ELE-6856,Webcam HD,Electronics,1,41.74
2650,1094,ELE-2399,Bluetooth Speaker,Electronics,2,7.07
2651,1397,HOM-2748,Wall Clock,Home,1,80.07
2652,3138,OFF-6528,Notebook Set,Office,1,128.59
2653,704,OFF-5420,Standing Mat,Office,1,46.94
2654,1615,OUT-6892,Hiking Poles,Outdoors,2,9.25
2655,4243,APP-2103,Canvas Tote,Apparel,1,85.88
2656,2618,OFF-8196,Notebook Set,Office,2,25.09
2657,3058,KIT-9991,Mixing Bowls,Kitchen,1,17.89
2658,2697,HOM-3920,Wall Clock,Home,1,156.03
2659,952,KIT-5638,Chef Knife,Kitchen,1,113.66
2660,4978,APP-2849,Canvas Tote,Apparel,1,59.01
2661,689,HOM-6928,Candle Set,Home,2,79.6
2662,4729,OFF-2982,Desk Organizer,Office,1,37.81
2663,2634,HOM-2977,Throw Blanket,Home,3,157.19
2664,251,ELE-5947,Webcam HD,Electronics,4,34.83
2665,4146,KIT-6033,French Press,Kitchen,1,186.27
2666,4207,OFF-7606,Ergo Mouse,Office,1,61.39
2667,608,KIT-3406,Spice Rack,Kitchen,1,178.92
2668,4915,ELE-7317,USB-C Hub,Electronics,1,129.24
2669,4970,ELE-6114,Webcam HD,Electronics,5,133.96
2670,4725,ELE-4135,Bluetooth Speaker,Electronics,3,138.63
2671,4586,KIT-2558,Chef Knife,Kitchen,1,18.27
2672,2578,HOM-2676,Table Lamp,Home,1,158.66
2673,4372,HOM-5748,Table Lamp,Home,1,52.87
2674,102,KIT-3417,Cutting Board,Kitchen,4,167.43
2675,2063,OUT-7439,Insulated Bottle,Outdoors,1,21.94
2676,1989,HOM-3284,Throw Blanket,Home,1,178.51
2677,2074,HOM-9796,Table Lamp,Home,1,153.36
2678,3672,OUT-1485,Hiking Poles,Outdoors,1,31.62
2679,1622,KIT-9769,Spice Rack,Kitchen,1,136.2
2680,3495,KIT-8696,Mixing Bowls,Kitchen,1,184.75
2681,4090,OUT-2229,Insulated Bottle,Outdoors,1,125.99
2682,1463,APP-1335,Crew Socks 3-Pack,Apparel,1,47.01
2683,294,APP-1305,Crew Socks 3-Pack,Apparel,2,156.02
2684,4902,KIT-3369,Mixing Bowls,Kitchen,1,91.53
2685,1127,APP-3995,Rain Jacket,Apparel,1,59.94
2686,531,OUT-4397,Headlamp,Outdoors,2,95.82
2687,3559,KIT-6227,Cutting Board,Kitchen,2,47.16
2688,848,OFF-9376,Desk Organizer,Office,2,173.12
2689,1571,KIT-8527,Cutting Board,Kitchen,2,85.04
2690,175,OUT-5492,Camp Chair,Outdoors,1,167.37
2691,2886,OUT-2295,Insulated Bottle,Outdoors,2,117.17
2692,4742,HOM-2321,Throw Blanket,Home,2,131.74
2693,4860,HOM-4132,Throw Blanket,Home,1,64.17
2694,3831,KIT-6671,Chef Knife,Kitchen,1,92.87
2695,28,OUT-7143,Hiking Poles,Outdoors,1,109.21
2696,2438,OFF-7545,Standing Mat,Office,1,70.4
2697,3096,OFF-7792,Ergo Mouse,Office,1,19.93
2698,4480,ELE-6872,Bluetooth Speaker,Electronics,1,149.94
2699,2108,OFF-6881,Standing Mat,Office,1,38.34
2700,3038,OFF-6515,Standing Mat,Office,1,156.53
2701,1548,KIT-6364,Chef Knife,Kitchen,2,71.23
2702,789,OFF-4410,Ergo Mouse,Office,2,71.84
2703,816,ELE-7729,Power Bank,Electronics,1,69.69
2704,1888,OUT-7584,Insulated Bottle,Outdoors,3,141.34
2705,81,APP-5125,Crew Socks 3-Pack,Apparel,1,50.43
2706,1167,HOM-5273,Table Lamp,Home,1,165.5
2707,3989,OFF-1647,Ergo Mouse,Office,5,43.36
2708,1414,HOM-2835,Candle Set,Home,1,21.66
2709,518,OFF-4769,Whiteboard,Office,1,164.5
2710,3631,KIT-3277,French Press,Kitchen,5,28.95
2711,1321,OUT-7932,Trail Backpack,Outdoors,1,163.75
2712,1782,ELE-6010,Wireless Earbuds,Electronics,2,181.57
2713,1955,ELE-9766,Wireless Earbuds,Electronics,2,36.63
2714,1973,ELE-6477,Webcam HD,Electronics,3,113.4
2715,2126,KIT-1438,Chef Knife,Kitchen,1,176.77
2716,783,OFF-4988,Notebook Set,Office,2,61.49
2717,3050,KIT-1613,Chef Knife,Kitchen,4,30.6
2718,4103,HOM-2241,Wall Clock,Home,2,11.33
2719,715,OUT-3207,Camp Chair,Outdoors,2,184.96
2720,514,OUT-8710,Headlamp,Outdoors,2,124.39
2721,1570,HOM-5612,Throw Blanket,Home,2,112.02
2722,89,HOM-1337,Table Lamp,Home,1,124.88
2723,4060,APP-4357,Zip Hoodie,Apparel,1,30.73
2724,356,OUT-2086,Trail Backpack,Outdoors,3,154.27
2725,2411,OUT-2075,Camp Chair,Outdoors,1,60.48
2726,1633,ELE-6508,USB-C Hub,Electronics,1,182.68
2727,3730,OFF-3181,Standing Mat,Office,1,93.43
2728,1203,KIT-4801,Cutting Board,Kitchen,2,72.38
2729,3804,HOM-9013,Throw Blanket,Home,1,149.93
2730,4283,OFF-9139,Whiteboard,Office,2,172.83
2731,3719,OUT-8800,Hiking Poles,Outdoors,2,174.95
2732,521,HOM-8870,Candle Set,Home,1,20.98
2733,1746,OFF-2376,Whiteboard,Office,2,111.99
2734,3740,KIT-1683,Cutting Board,Kitchen,1,94.2
2735,319,APP-2915,Rain Jacket,Apparel,2,65.38
2736,4107,OUT-2384,Headlamp,Outdoors,2,151.63
2737,1830,APP-9823,Crew Socks 3-Pack,Apparel,2,132.45
2738,4085,OFF-6106,Ergo Mouse,Office,2,14.32
2739,877,APP-6226,Baseball Cap,Apparel,2,120.42
2740,4660,ELE-6329,Power Bank,Electronics,1,78.6
2741,1149,ELE-5569,Bluetooth Speaker,Electronics,3,116.96
2742,1930,OFF-8340,Desk Organizer,Office,1,110.12
2743,2062,ELE-4733,Webcam HD,Electronics,2,162.07
2744,3737,ELE-1893,USB-C Hub,Electronics,2,183.32
2745,612,APP-8514,Zip Hoodie,Apparel,2,58.07
2746,452,KIT-6882,French Press,Kitchen,2,70.72
2747,2758,HOM-5374,Wall Clock,Home,1,145.95
2748,296,OUT-7769,Headlamp,Outdoors,1,134.82
2749,4124,OFF-3699,Whiteboard,Office,2,171.23
2750,1110,ELE-1634,Wireless Earbuds,Electronics,1,32.58
2751,75,APP-6084,Crew Socks 3-Pack,Apparel,1,184.48
2752,1023,HOM-7595,Wall Clock,Home,1,88.17
2753,4029,OFF-5579,Notebook Set,Office,1,169.44
2754,2545,OFF-7698,Ergo Mouse,Office,1,102.48
2755,2107,APP-8100,Zip Hoodie,Apparel,1,60.49
2756,4077,ELE-9988,Bluetooth Speaker,Electronics,1,22.03
2757,129,ELE-8588,Power Bank,Electronics,1,9.51
2758,1985,HOM-8589,Wall Clock,Home,3,133.8
2759,2407,HOM-8595,Throw Blanket,Home,1,63.35
2760,3082,KIT-9685,Mixing Bowls,Kitchen,2,119.27
2761,3956,KIT-1980,French Press,Kitchen,3,123.94
2762,468,APP-9411,Zip Hoodie,Apparel,5,153.9
2763,3624,OFF-9195,Whiteboard,Office,4,111.93
2764,2140,OUT-3635,Headlamp,Outdoors,1,11.08
2765,4321,ELE-4139,Wireless Earbuds,Electronics,1,100.62
2766,2363,HOM-5054,Table Lamp,Home,1,55.35
2767,2927,KIT-7088,Mixing Bowls,Kitchen,1,151.04
2768,1361,OUT-2321,Trail Backpack,Outdoors,4,93.85
2769,177,HOM-4965,Wall Clock,Home,4,91.22
2770,1621,KIT-6801,Cutting Board,Kitchen,4,154.5
2771,3843,APP-6416,Crew Socks 3-Pack,Apparel,1,32.26
2772,749,KIT-4366,Cutting Board,Kitchen,1,157.35
2773,2113,ELE-2860,Wireless Earbuds,Electronics,2,175.38
2774,222,KIT-1454,Cutting Board,Kitchen,1,96.44
2775,2031,KIT-4340,Mixing Bowls,Kitchen,1,13.04
2776,1054,HOM-6067,Throw Blanket,Home,1,125.34
2777,3473,OUT-6988,Insulated Bottle,Outdoors,3,109.57
2778,1115,APP-2964,Baseball Cap,Apparel,1,81.9
2779,2562,KIT-6096,Spice Rack,Kitchen,1,32.92
2780,699,OFF-6397,Standing Mat,Office,1,87.25
2781,2595,OFF-7577,Desk Organizer,Office,2,138.72
2782,3021,ELE-2744,Power Bank,Electronics,1,118.99
2783,2548,ELE-4137,USB-C Hub,Electronics,1,70.55
2784,3035,OFF-6698,Desk Organizer,Office,2,133.93
2785,2731,KIT-9322,Cutting Board,Kitchen,2,68.49
2786,4062,APP-9144,Crew Socks 3-Pack,Apparel,2,100.04
2787,4800,KIT-4470,Mixing Bowls,Kitchen,1,151.26
2788,2415,HOM-3962,Wall Clock,Home,1,135.32
2789,4034,OUT-5146,Hiking Poles,Outdoors,1,173.47
2790,4633,OUT-5018,Trail Backpack,Outdoors,1,85.16
2791,434,ELE-1142,Webcam HD,Electronics,1,104.36
2792,4187,HOM-5876,Storage Bin,Home,2,30.03
2793,3748,APP-4406,Rain Jacket,Apparel,1,115.64
2794,4608,APP-7223,Rain Jacket,Apparel,1,25.41
2795,994,ELE-1399,Bluetooth Speaker,Electronics,1,164.32
2796,2075,APP-8128,Zip Hoodie,Apparel,1,145.28
2797,496,OFF-4646,Whiteboard,Office,1,122.69
2798,2072,OUT-8214,Camp Chair,Outdoors,2,79.67
2799,1115,APP-8813,Crew Socks 3-Pack,Apparel,1,29.75
2800,3230,ELE-3157,USB-C Hub,Electronics,1,125.77
2801,1894,KIT-5868,Spice Rack,Kitchen,1,123.13
2802,4166,OFF-5381,Standing Mat,Office,4,91.16
2803,4696,APP-4977,Zip Hoodie,Apparel,1,150.89
2804,4091,OFF-7785,Standing Mat,Office,2,68.5
2805,2510,OFF-6800,Standing Mat,Office,3,141.14
2806,951,HOM-4162,Storage Bin,Home,2,97.21
2807,2359,KIT-8199,Cutting Board,Kitchen,2,103.81
2808,1088,HOM-1387,Wall Clock,Home,1,116.74
2809,1710,OUT-8795,Insulated Bottle,Outdoors,1,91.48
2810,2217,KIT-5534,Chef Knife,Kitchen,5,57.89
2811,3191,APP-2626,Rain Jacket,Apparel,1,108.08
2812,1896,OFF-3011,Notebook Set,Office,5,71.08
2813,1113,KIT-9714,Cutting Board,Kitchen,2,36.62
2814,3907,KIT-6546,French Press,Kitchen,2,38.05
2815,4309,KIT-8247,Cutting Board,Kitchen,3,171.68
2816,4018,OUT-3991,Trail Backpack,Outdoors,1,45.46
2817,2171,HOM-8484,Table Lamp,Home,1,151.11
2818,3609,OFF-7852,Desk Organizer,Office,3,112.85
2819,654,APP-1672,Crew Socks 3-Pack,Apparel,1,76.41
2820,4012,OUT-2109,Insulated Bottle,Outdoors,1,170.6
2821,2060,KIT-7313,Spice Rack,Kitchen,5,111.16
2822,3135,APP-9138,Zip Hoodie,Apparel,1,172.17
2823,3903,HOM-1431,Throw Blanket,Home,1,7.78
2824,4652,OFF-2073,Desk Organizer,Office,2,47.61
2825,4656,APP-8803,Crew Socks 3-Pack,Apparel,2,160.95
2826,3827,OUT-2727,Insulated Bottle,Outdoors,5,119.04
2827,1580,APP-6101,Crew Socks 3-Pack,Apparel,2,16.45
2828,1310,KIT-7113,Mixing Bowls,Kitchen,2,158.78
2829,220,OFF-7749,Desk Organizer,Office,2,10.38
2830,4977,ELE-3469,Webcam HD,Electronics,1,109.61
2831,3913,ELE-2986,USB-C Hub,Electronics,2,161.67
2832,2288,APP-5019,Zip Hoodie,Apparel,2,124.69
2833,2649,OFF-1619,Ergo Mouse,Office,1,45.37
2834,2686,OFF-9455,Whiteboard,Office,2,180.12
2835,942,OUT-8298,Trail Backpack,Outdoors,3,12.4
2836,1371,HOM-9614,Throw Blanket,Home,2,152.36
2837,25,OFF-2098,Standing Mat,Office,1,9.15
2838,2292,ELE-1393,USB-C Hub,Electronics,1,100.91
2839,4475,OUT-6727,Hiking Poles,Outdoors,2,149.98
2840,2659,APP-6539,Canvas Tote,Apparel,4,7.88
2841,2776,OFF-5975,Notebook Set,Office,1,61.28
2842,3586,HOM-7403,Table Lamp,Home,1,60.29
2843,3223,HOM-3916,Storage Bin,Home,2,181.83
2844,856,OFF-5719,Notebook Set,Office,3,31.57
2845,2527,HOM-5430,Candle Set,Home,3,66.27
2846,377,KIT-7575,French Press,Kitchen,1,96.11
2847,3163,APP-5847,Zip Hoodie,Apparel,2,43.81
2848,4703,APP-7975,Crew Socks 3-Pack,Apparel,3,175.62
2849,3094,OUT-1549,Trail Backpack,Outdoors,1,170.67
2850,4586,KIT-9368,Mixing Bowls,Kitchen,2,165.26
2851,2949,OFF-8315,Standing Mat,Office,1,20.78
2852,705,ELE-8155,Webcam HD,Electronics,1,34.67
2853,3513,APP-9257,Crew Socks 3-Pack,Apparel,1,50.21
2854,4744,OUT-6194,Headlamp,Outdoors,1,93.5
2855,594,HOM-4485,Wall Clock,Home,3,27.03
2856,2179,APP-9544,Canvas Tote,Apparel,5,176.5
2857,2120,HOM-9955,Storage Bin,Home,1,87.58
2858,2399,ELE-4291,Webcam HD,Electronics,1,19.48
2859,4170,OUT-7453,Trail Backpack,Outdoors,3,39.64
2860,3540,KIT-3286,Spice Rack,Kitchen,3,159.55
2861,1807,KIT-8694,Cutting Board,Kitchen,5,183.38
2862,4066,ELE-6967,USB-C Hub,Electronics,1,95.52
2863,1513,ELE-5082,USB-C Hub,Electronics,1,108.11
2864,2797,OUT-6716,Headlamp,Outdoors,3,28.06
2865,1918,HOM-3975,Wall Clock,Home,1,78.06
2866,162,ELE-9841,Power Bank,Electronics,3,163.29
2867,2734,OUT-4487,Headlamp,Outdoors,1,117.84
2868,1684,ELE-5401,USB-C Hub,Electronics,1,173.56
2869,2015,KIT-6543,Mixing Bowls,Kitchen,2,29.87
2870,4224,APP-9783,Baseball Cap,Apparel,1,169.86
2871,4933,OUT-1452,Hiking Poles,Outdoors,2,153.62
2872,3492,ELE-9171,Wireless Earbuds,Electronics,1,76.04
2873,2278,HOM-8293,Table Lamp,Home,1,16.3
2874,2276,KIT-2299,Spice Rack,Kitchen,2,127.86
2875,2531,APP-7349,Zip Hoodie,Apparel,2,22.08
2876,3126,HOM-8510,Candle Set,Home,1,167.11
2877,2931,OUT-5932,Hiking Poles,Outdoors,3,142.24
2878,2089,APP-8161,Canvas Tote,Apparel,1,102.79
2879,2380,OFF-6039,Ergo Mouse,Office,1,38.16
2880,4145,APP-2040,Zip Hoodie,Apparel,1,139.81
2881,4951,OFF-8702,Whiteboard,Office,1,44.91
2882,2116,KIT-3818,Spice Rack,Kitchen,1,36.46
2883,1679,KIT-9587,Cutting Board,Kitchen,4,156.54
2884,1305,ELE-1390,Bluetooth Speaker,Electronics,1,134.85
2885,1007,HOM-1110,Table Lamp,Home,1,56.97
2886,4190,APP-7879,Rain Jacket,Apparel,1,152.49
2887,583,APP-2809,Rain Jacket,Apparel,2,92.02
2888,3112,OUT-5861,Camp Chair,Outdoors,1,107.28
