order_id,customer_id,order_date,status,channel
789,360,2026-05-04,shipped,web
790,311,2025-08-11,placed,partner
791,336,2026-03-14,cancelled,mobile
792,240,2026-05-29,placed,mobile
793,481,2026-02-03,delivered,mobile
794,30,2026-05-17,shipped,web
795,37,2025-12-08,placed,web
796,266,2025-08-24,placed,web
797,198,2025-10-11,shipped,mobile
798,292,2026-05-22,cancelled,mobile
799,286,2026-02-03,delivered,mobile
800,296,2026-01-05,delivered,mobile
801,219,2025-08-28,shipped,web
802,206,2026-03-21,shipped,web
803,308,2026-02-17,cancelled,partner
804,282,2025-12-19,delivered,web
805,325,2026-02-11,delivered,web
806,124,2026-04-20,delivered,web
807,282,2025-11-13,delivered,web
808,492,2026-01-25,placed,web
809,146,2026-05-07,placed,web
810,456,2025-12-07,placed,partner
811,110,2025-12-14,placed,mobile
812,354,2025-11-24,cancelled,web
813,293,2026-04-24,shipped,web
814,183,2025-09-23,placed,web
815,299,2025-11-10,shipped,mobile
816,48,2026-04-24,delivered,partner
817,376,2025-08-14,delivered,mobile
818,89,2026-03-12,delivered,mobile
819,296,2025-08-23,delivered,web
820,375,2026-04-27,delivered,mobile
821,472,2025-12-24,shipped,mobile
822,214,2025-09-05,delivered,web
823,335,2026-05-10,cancelled,mobile
824,324,2026-01-17,placed,web
825,164,2026-04-08,delivered,web
826,358,2025-10-27,shipped,mobile
827,202,2026-02-19,delivered,mobile
828,47,2025-10-27,delivered,mobile
829,76,2025-09-11,shipped,web
830,382,2025-07-31,delivered,web
831,205,2026-03-19,delivered,mobile
832,391,2025-09-13,delivered,web
833,203,2026-06-04,delivered,mobile
834,377,2026-03-31,shipped,web
835,398,2026-02-11,shipped,partner
836,46,2025-09-01,delivered,web
837,179,2025-10-11,shipped,mobile
838,13,2025-12-09,shipped,web
839,421,2026-02-17,delivered,web
840,474,2025-11-02,shipped,web
841,388,2025-08-18,placed,web
842,486,2026-05-19,cancelled,partner
843,420,2025-11-30,placed,mobile
844,57,2025-12-09,delivered,web
845,108,2026-04-07,shipped,web
846,385,2025-11-15,delivered,mobile
847,73,2026-06-26,delivered,web
848,299,2026-06-10,delivered,web
849,31,2025-11-28,shipped,mobile
850,139,2025-08-02,delivered,partner
851,35,2026-01-20,delivered,mobile
852,468,2026-06-08,delivered,web
853,150,2026-06-03,delivered,partner
854,261,2026-07-04,placed,web
855,444,2026-05-07,delivered,web
856,257,2026-02-25,delivered,mobile
857,21,2025-11-09,cancelled,web
858,251,2026-01-23,delivered,web
859,351,2026-01-02,delivered,web
860,257,2025-11-24,delivered,mobile
861,450,2026-01-20,delivered,mobile
862,16,2026-04-16,cancelled,web
863,175,2026-01-23,delivered,web
864,196,2026-03-29,cancelled,mobile
865,321,2026-06-22,shipped,web
866,79,2026-02-09,cancelled,partner
867,169,2026-02-20,delivered,web
868,71,2026-04-29,delivered,mobile
869,442,2025-09-14,shipped,mobile
870,269,2025-09-13,delivered,partner
871,395,2025-09-18,delivered,mobile
872,81,2025-12-15,placed,web
873,369,2025-09-04,shipped,mobile
874,75,2025-07-21,delivered,partner
875,212,2026-02-01,shipped,mobile
876,421,2026-05-28,cancelled,web
877,399,2025-10-10,placed,web
878,391,2026-05-15,delivered,mobile
879,314,2025-11-01,delivered,web
880,14,2026-01-05,placed,mobile
881,69,2026-03-20,delivered,web
882,333,2026-01-13,shipped,web
883,243,2025-09-14,shipped,web
884,210,2025-07-13,cancelled,partner
885,114,2026-06-14,cancelled,mobile
886,34,2025-10-04,cancelled,partner
887,444,2026-05-17,delivered,web
888,235,2025-11-09,delivered,mobile
889,312,2026-01-16,delivered,web
890,481,2026-04-24,delivered,web
891,449,2026-07-01,delivered,web
892,232,2026-02-24,delivered,web
893,126,2026-03-28,delivered,partner
894,21,2026-04-17,delivered,mobile
895,493,2025-07-31,shipped,web
896,453,2025-12-08,delivered,web
897,86,2026-02-07,shipped,partner
898,354,2026-03-27,cancelled,web
899,331,2026-02-22,placed,web
900,93,2026-05-01,cancelled,mobile
901,70,2026-01-23,delivered,web
902,92,2026-02-23,delivered,mobile
903,104,2026-02-23,placed,web
904,333,2026-07-05,delivered,mobile
905,64,2025-08-21,placed,web
906,186,2025-08-18,delivered,web
907,406,2026-03-24,delivered,web
908,282,2026-01-16,placed,web
909,172,2026-04-21,delivered,partner
910,84,2025-09-18,shipped,mobile
911,215,2025-12-10,shipped,mobile
912,229,2025-11-30,delivered,web
913,68,2025-10-17,placed,mobile
914,7,2026-02-25,delivered,web
915,414,2025-07-08,delivered,web
916,112,2026-05-03,delivered,web
917,227,2025-08-15,delivered,web
918,452,2026-04-12,shipped,mobile
919,420,2025-10-20,placed,web
920,335,2025-12-31,placed,partner
921,342,2026-04-27,delivered,web
922,472,2025-08-19,placed,web
923,92,2025-09-26,delivered,mobile
924,355,2026-06-29,delivered,mobile
925,91,2026-02-24,delivered,web
926,19,2025-08-22,delivered,web
927,460,2026-01-16,delivered,mobile
928,432,2026-04-13,placed,web
929,63,2026-06-26,delivered,web
930,212,2026-03-31,shipped,web
931,30,2025-08-30,delivered,partner
932,271,2025-08-19,delivered,mobile
933,479,2026-07-02,shipped,mobile
934,163,2025-11-15,delivered,partner
935,182,2025-09-10,delivered,web
936,374,2026-05-25,delivered,mobile
937,453,2026-05-14,shipped,web
938,100,2025-07-06,placed,web
939,408,2025-09-04,delivered,web
940,316,2026-02-03,delivered,web
941,287,2026-05-28,shipped,mobile
942,354,2025-11-27,shipped,web
943,154,2026-03-22,delivered,mobile
944,59,2026-06-22,shipped,web
945,292,2026-05-17,cancelled,mobile
946,100,2025-12-22,delivered,partner
947,246,2026-03-05,delivered,mobile
948,247,2025-09-23,delivered,partner
949,275,2025-12-24,delivered,mobile
950,476,2025-08-03,delivered,web
951,372,2026-06-18,shipped,web
952,107,2026-04-27,delivered,mobile
953,455,2026-01-03,placed,web
954,431,2025-07-21,shipped,web
955,274,2025-09-28,delivered,web
956,305,2025-09-03,delivered,mobile
957,362,2025-12-14,delivered,web
958,45,2026-03-17,delivered,web
959,425,2025-12-07,shipped,web
960,58,2026-01-13,delivered,mobile
961,468,2025-08-22,delivered,web
962,248,2026-03-19,shipped,web
963,248,2026-03-31,shipped,web
964,394,2025-08-25,delivered,partner
965,347,2025-09-11,shipped,web
966,199,2026-07-06,delivered,web
967,160,2025-07-28,delivered,mobile
968,45,2025-12-23,delivered,web
969,267,2026-06-08,delivered,web
970,389,2025-12-12,delivered,web
971,103,2025-10-12,shipped,web
972,396,2026-02-16,delivered,web
973,81,2025-11-23,placed,partner
974,287,2026-03-26,placed,web
975,282,2025-12-16,shipped,partner
976,412,2025-11-28,delivered,web
977,160,2026-05-15,delivered,web
978,26,2025-09-10,placed,partner
979,26,2025-08-29,delivered,web
980,201,2025-10-05,delivered,partner
981,323,2026-06-24,delivered,mobile
982,160,2025-12-23,delivered,mobile
983,344,2026-04-05,placed,partner
984,392,2026-03-01,delivered,web
985,411,2026-06-28,delivered,web
986,351,2026-05-31,delivered,web
987,119,2025-10-28,placed,partner
988,133,2026-01-08,delivered,mobile
989,341,2025-12-22,delivered,partner
990,233,2026-03-12,placed,web
991,180,2026-03-08,delivered,web
992,394,2025-12-31,delivered,web
993,53,2026-01-29,delivered,mobile
994,167,2026-04-16,delivered,mobile
995,273,2026-02-27,delivered,web
996,318,2025-11-07,delivered,partner
997,197,2025-08-08,shipped,mobile
998,303,2026-02-11,delivered,web
999,404,2025-12-28,delivered,web
1000,340,2026-06-13,placed,partner
1001,294,2026-03-12,placed,mobile
1002,167,2026-04-16,placed,web
1003,158,2026-01-29,placed,web
1004,417,2026-05-07,delivered,web
1005,254,2026-06-01,delivered,web
1006,419,2025-09-15,delivered,partner
1007,326,2025-07-06,delivered,mobile
1008,232,2026-04-04,shipped,mobile
1009,229,2025-10-14,shipped,partner
1010,154,2026-04-23,delivered,mobile
1011,471,2026-02-13,delivered,partner
1012,46,2026-04-30,placed,partner
1013,207,2025-09-09,delivered,web
1014,462,2026-04-13,cancelled,web
1015,287,2026-01-05,placed,web
1016,16,2025-11-03,delivered,mobile
1017,321,2025-12-15,delivered,web
1018,223,2026-04-11,shipped,web
1019,72,2025-10-10,delivered,mobile
1020,185,2026-02-04,shipped,partner
1021,344,2025-09-08,placed,web
1022,9,2025-09-17,delivered,web
1023,224,2025-09-13,placed,mobile
1024,213,2026-02-24,delivered,mobile
1025,477,2026-02-08,delivered,web
1026,218,2026-04-14,delivered,web
1027,116,2025-10-09,delivered,web
1028,256,2025-11-04,delivered,web
1029,475,2026-04-11,delivered,web
1030,20,2026-04-22,delivered,web
1031,298,2026-03-09,cancelled,web
1032,374,2026-04-01,cancelled,partner
1033,399,2025-11-26,delivered,web
1034,456,2026-05-14,placed,web
1035,380,2026-06-10,cancelled,web
1036,325,2026-04-08,delivered,web
1037,28,2025-12-28,delivered,web
1038,233,2026-03-25,cancelled,mobile
1039,170,2026-02-06,delivered,partner
1040,151,2025-12-01,shipped,mobile
1041,306,2025-12-08,delivered,mobile
1042,32,2026-05-24,delivered,web
1043,27,2026-06-07,cancelled,mobile
1044,320,2025-07-19,shipped,web
1045,259,2025-08-14,delivered,web
1046,68,2026-05-17,shipped,partner
1047,8,2025-09-01,delivered,partner
1048,379,2025-09-21,delivered,web
1049,90,2025-11-16,delivered,web
1050,93,2026-04-02,delivered,web
1051,44,2025-09-18,delivered,mobile
1052,429,2026-03-16,delivered,web
1053,197,2025-11-04,delivered,mobile
1054,86,2025-10-21,delivered,mobile
1055,28,2026-05-30,shipped,mobile
1056,27,2025-09-29,delivered,web
1057,244,2026-04-04,shipped,mobile
1058,200,2026-03-05,shipped,web
1059,223,2025-07-12,shipped,mobile
1060,196,2026-06-18,shipped,web
1061,490,2025-07-27,placed,web
1062,182,2026-02-12,delivered,mobile
1063,140,2025-12-24,shipped,mobile
1064,131,2026-06-06,delivered,web
1065,346,2025-11-06,delivered,mobile
1066,100,2026-03-29,shipped,mobile
1067,93,2025-12-13,delivered,mobile
1068,426,2025-08-09,placed,web
1069,54,2026-06-21,delivered,web
1070,146,2025-11-11,shipped,web
1071,48,2025-08-04,cancelled,mobile
1072,428,2025-10-25,cancelled,mobile
1073,363,2025-09-05,placed,mobile
1074,193,2026-06-07,delivered,mobile
1075,412,2025-10-08,delivered,mobile
1076,130,2025-12-03,delivered,partner
1077,328,2026-02-23,cancelled,web
1078,219,2026-06-25,cancelled,mobile
1079,166,2025-11-14,shipped,web
1080,398,2025-08-06,delivered,web
1081,31,2025-11-15,cancelled,web
1082,226,2025-08-10,delivered,partner
1083,313,2026-01-23,shipped,web
1084,74,2026-04-08,delivered,web
1085,330,2025-08-29,cancelled,mobile
1086,53,2025-07-23,placed,mobile
1087,129,2026-02-19,placed,web
1088,335,2026-05-29,placed,web
1089,200,2025-11-19,shipped,web
1090,201,2026-04-26,placed,mobile
1091,395,2026-03-14,delivered,web
1092,373,2025-08-10,delivered,web
1093,489,2026-06-23,delivered,web
1094,291,2026-04-06,cancelled,web
1095,350,2025-12-08,delivered,mobile
1096,491,2026-06-02,placed,web
1097,492,2025-12-27,placed,web
1098,393,2025-12-01,delivered,web
1099,21,2026-01-18,delivered,web
1100,200,2025-08-29,delivered,web
1101,44,2026-05-25,delivered,web
1102,19,2025-10-12,placed,partner
1103,123,2026-03-13,delivered,mobile
1104,330,2025-12-10,delivered,partner
1105,416,2026-02-21,cancelled,web
1106,174,2025-08-03,shipped,mobile
1107,208,2025-09-04,shipped,mobile
1108,268,2026-02-25,cancelled,partner
1109,275,2025-09-20,delivered,web
1110,37,2025-07-24,delivered,web
1111,10,2026-03-04,cancelled,mobile
1112,125,2026-06-30,delivered,web
1113,324,2025-07-31,cancelled,mobile
1114,50,2026-02-24,delivered,mobile
1115,33,2025-08-29,placed,mobile
1116,316,2025-10-26,placed,web
1117,173,2026-06-18,delivered,web
1118,351,2026-04-26,delivered,web
1119,494,2025-10-23,delivered,mobile
1120,172,2025-08-07,placed,web
1121,213,2025-09-30,delivered,mobile
1122,225,2025-11-07,cancelled,web
1123,52,2026-05-25,delivered,mobile
1124,9,2026-03-12,placed,web
1125,475,2025-08-20,delivered,mobile
1126,146,2026-02-04,delivered,mobile
1127,244,2026-06-25,placed,web
1128,139,2026-03-30,delivered,web
1129,90,2026-05-14,delivered,mobile
1130,368,2026-03-18,delivered,web
1131,424,2025-12-07,shipped,web
1132,121,2025-10-12,placed,web
1133,49,2026-05-18,delivered,mobile
1134,277,2026-03-22,shipped,mobile
1135,338,2025-10-20,shipped,web
1136,408,2025-09-20,delivered,partner
1137,243,2026-03-17,shipped,mobile
1138,23,2025-08-02,delivered,web
1139,223,2025-11-11,shipped,mobile
1140,389,2026-02-23,placed,mobile
1141,474,2026-04-07,shipped,mobile
1142,249,2026-03-26,placed,partner
1143,370,2026-02-18,delivered,web
1144,102,2026-06-17,delivered,web
1145,57,2025-12-19,shipped,web
1146,212,2025-10-16,delivered,web
1147,242,2026-05-01,delivered,partner
1148,75,2025-10-24,cancelled,web
1149,199,2026-01-13,placed,mobile
1150,324,2026-01-05,cancelled,web
1151,66,2025-07-22,delivered,web
1152,70,2025-08-31,delivered,web
1153,88,2025-12-28,shipped,web
1154,81,2026-05-28,cancelled,partner
1155,296,2026-04-15,delivered,web
1156,439,2026-03-30,delivered,partner
1157,303,2026-03-05,delivered,web
1158,374,2026-02-10,delivered,web
1159,168,2026-02-13,delivered,partner
1160,303,2025-09-20,cancelled,partner
1161,214,2025-07-28,placed,web
1162,394,2026-03-21,placed,web
1163,246,2026-06-27,delivered,web
1164,124,2025-08-17,delivered,web
1165,375,2026-01-30,cancelled,web
1166,152,2025-11-05,delivered,web
1167,246,2026-06-13,shipped,mobile
1168,440,2026-04-24,delivered,web
1169,233,2026-02-28,delivered,partner
1170,208,2025-10-08,delivered,web
1171,238,2026-07-01,delivered,partner
1172,37,2026-01-19,delivered,web
1173,17,2025-12-04,delivered,web
1174,485,2026-05-15,delivered,mobile
1175,404,2026-06-21,placed,partner
1176,377,2025-08-03,delivered,partner
1177,187,2025-08-01,placed,web
1178,317,2025-07-26,delivered,web
1179,287,2026-07-01,placed,mobile
1180,105,2025-09-14,cancelled,web
1181,59,2026-06-03,delivered,partner
1182,298,2026-06-30,shipped,mobile
1183,116,2025-12-17,delivered,web
1184,349,2026-02-07,shipped,web
1185,177,2026-02-22,delivered,web
1186,63,2026-03-03,delivered,mobile
1187,273,2025-12-02,delivered,web
1188,345,2026-06-25,delivered,partner
1189,34,2025-10-10,delivered,web
1190,42,2026-01-22,delivered,web
1191,490,2025-08-14,placed,web
1192,357,2025-09-19,delivered,partner
1193,267,2026-05-23,placed,web
1194,350,2026-04-09,cancelled,web
1195,216,2026-02-18,delivered,web
1196,97,2025-08-07,placed,mobile
1197,428,2026-03-29,delivered,web
1198,176,2026-06-06,delivered,web
1199,304,2026-06-11,delivered,mobile
1200,228,2026-02-25,shipped,web
1201,405,2025-12-09,shipped,web
1202,248,2026-01-12,cancelled,mobile
1203,25,2025-09-19,delivered,web
1204,86,2026-05-18,cancelled,mobile
1205,147,2025-10-07,cancelled,mobile
1206,355,2026-06-12,delivered,web
1207,60,2025-07-27,cancelled,mobile
1208,226,2025-11-16,delivered,web
1209,363,2025-07-23,delivered,partner
1210,76,2026-01-12,delivered,partner
1211,274,2025-12-07,placed,web
1212,477,2026-03-18,delivered,partner
1213,476,2025-12-16,shipped,partner
1214,280,2026-03-22,shipped,mobile
1215,243,2025-12-01,cancelled,mobile
1216,294,2026-06-12,placed,mobile
1217,465,2026-02-17,shipped,web
1218,246,2025-07-26,placed,mobile
1219,158,2025-07-18,delivered,mobile
1220,229,2026-01-04,placed,web
1221,329,2025-10-13,delivered,web
1222,480,2025-11-25,shipped,web
1223,435,2026-02-19,delivered,partner
1224,500,2026-03-25,delivered,web
1225,309,2026-05-11,delivered,web
1226,342,2026-01-06,delivered,mobile
1227,219,2026-01-11,delivered,web
1228,177,2026-01-01,shipped,web
1229,288,2025-08-19,shipped,partner
1230,380,2026-02-03,delivered,web
1231,413,2026-02-08,delivered,web
1232,428,2026-05-02,delivered,web
1233,156,2026-03-06,cancelled,web
1234,172,2025-08-08,cancelled,mobile
1235,193,2025-08-20,placed,mobile
1236,140,2026-02-03,shipped,web
1237,291,2025-09-14,shipped,mobile
1238,149,2026-04-15,delivered,mobile
1239,155,2026-05-01,shipped,mobile
1240,238,2025-10-28,placed,web
1241,135,2025-12-06,cancelled,mobile
1242,242,2025-09-07,delivered,partner
1243,214,2025-10-05,delivered,mobile
1244,126,2025-07-20,placed,web
1245,497,2025-08-09,delivered,web
1246,247,2026-04-21,delivered,web
1247,352,2026-03-06,cancelled,mobile
1248,192,2026-03-25,delivered,web
1249,133,2025-09-27,delivered,web
1250,237,2026-06-25,placed,web
1251,140,2026-01-06,delivered,partner
1252,183,2025-07-30,shipped,web
1253,480,2025-08-14,delivered,mobile
1254,94,2025-08-23,delivered,web
1255,166,2025-12-14,delivered,mobile
1256,155,2025-11-21,delivered,mobile
1257,50,2026-04-05,delivered,mobile
1258,7,2025-09-14,delivered,web
1259,249,2026-02-01,shipped,partner
1260,53,2025-10-25,shipped,web
1261,97,2026-04-18,delivered,mobile
1262,270,2026-04-04,delivered,mobile
1263,411,2025-09-02,delivered,partner
1264,60,2025-09-11,cancelled,web
1265,160,2026-06-24,delivered,mobile
1266,456,2026-05-07,delivered,partner
1267,89,2026-07-04,shipped,mobile
1268,61,2025-10-27,placed,mobile
1269,353,2025-10-30,shipped,web
1270,41,2026-02-08,delivered,mobile
1271,40,2025-07-15,delivered,mobile
1272,22,2025-10-14,placed,mobile
1273,263,2026-05-05,placed,web
1274,130,2025-07-28,placed,mobile
1275,387,2025-08-24,delivered,partner
1276,106,2026-05-02,cancelled,web
1277,180,2025-07-20,placed,mobile
1278,483,2025-11-25,cancelled,web
1279,83,2026-03-19,delivered,mobile
1280,259,2026-04-23,placed,mobile
1281,391,2025-07-13,delivered,mobile
1282,494,2025-11-27,shipped,mobile
1283,3,2025-08-25,cancelled,partner
1284,436,2026-07-03,delivered,mobile
1285,95,2026-02-16,delivered,web
1286,428,2026-01-03,cancelled,web
1287,264,2025-10-30,delivered,mobile
1288,161,2025-09-07,delivered,web
1289,254,2026-01-06,delivered,mobile
1290,21,2025-08-17,shipped,web
1291,146,2026-02-24,delivered,web
1292,500,2026-02-18,shipped,web
1293,438,2026-02-10,shipped,web
1294,431,2026-03-06,cancelled,web
1295,7,2026-06-16,delivered,web
1296,225,2026-03-30,delivered,web
1297,74,2026-01-24,delivered,mobile
1298,53,2025-09-30,placed,partner
1299,174,2025-10-16,delivered,partner
1300,63,2025-11-02,delivered,mobile
1301,143,2026-07-06,delivered,mobile
1302,388,2026-05-31,cancelled,web
1303,342,2026-05-10,cancelled,partner
1304,262,2025-11-25,placed,web
1305,63,2025-11-11,delivered,web
1306,483,2025-09-12,placed,mobile
1307,426,2025-08-09,delivered,web
1308,92,2026-01-17,delivered,web
1309,156,2026-05-20,delivered,mobile
1310,339,2026-03-29,delivered,mobile
1311,104,2025-12-03,delivered,web
1312,134,2026-04-09,shipped,partner
1313,280,2025-07-15,cancelled,web
1314,221,2025-09-04,delivered,web
1315,193,2026-02-17,delivered,web
1316,286,2026-06-08,delivered,web
1317,362,2025-09-28,delivered,web
1318,367,2026-01-21,delivered,web
1319,346,2026-03-14,delivered,mobile
1320,293,2026-03-03,delivered,partner
1321,260,2025-08-03,delivered,web
1322,498,2026-01-15,delivered,web
1323,146,2025-12-17,placed,mobile
1324,66,2026-01-09,shipped,mobile
1325,14,2026-05-22,shipped,web
1326,177,2026-01-04,delivered,web
1327,126,2025-11-09,shipped,web
1328,44,2026-06-23,placed,web
1329,173,2025-09-30,placed,web
1330,236,2026-06-07,delivered,mobile
1331,462,2026-02-06,shipped,mobile
1332,302,2025-07-17,cancelled,web
1333,200,2025-12-18,delivered,mobile
1334,52,2026-06-24,delivered,web
1335,258,2026-06-12,shipped,mobile
1336,187,2026-02-14,shipped,mobile
1337,499,2025-08-13,delivered,web
1338,148,2025-11-18,placed,partner
1339,206,2025-10-29,delivered,partner
1340,368,2026-04-28,placed,web
1341,35,2026-04-22,delivered,web
1342,108,2025-12-30,delivered,mobile
1343,155,2026-03-21,delivered,web
1344,277,2025-12-13,shipped,web
1345,320,2026-03-26,delivered,mobile
1346,93,2025-07-15,delivered,web
1347,96,2026-04-27,delivered,mobile
1348,422,2026-03-02,shipped,mobile
1349,415,2026-05-16,delivered,partner
1350,479,2026-04-21,delivered,web
1351,103,2026-01-08,delivered,web
1352,383,2026-06-21,delivered,mobile
1353,211,2025-12-16,delivered,partner
1354,325,2025-10-18,delivered,web
1355,147,2026-06-01,shipped,mobile
1356,121,2026-01-29,shipped,web
1357,15,2025-11-08,delivered,web
1358,249,2026-04-18,cancelled,web
1359,464,2025-07-24,shipped,web
1360,15,2025-11-15,delivered,web
1361,282,2025-10-04,delivered,web
1362,370,2026-03-11,delivered,web
1363,460,2025-08-17,shipped,web
1364,33,2026-01-30,delivered,mobile
1365,454,2025-08-21,delivered,mobile
1366,432,2025-09-15,shipped,mobile
1367,257,2025-09-05,delivered,mobile
1368,487,2026-03-31,shipped,partner
1369,122,2026-05-09,placed,mobile
1370,169,2026-05-01,delivered,mobile
1371,381,2025-11-03,cancelled,web
1372,55,2025-10-03,shipped,web
1373,210,2025-11-13,delivered,web
1374,274,2026-01-13,delivered,web
1375,280,2026-02-07,delivered,web
1376,143,2025-09-18,delivered,mobile
1377,421,2025-12-10,placed,partner
1378,311,2025-07-23,delivered,mobile
1379,482,2025-08-02,delivered,mobile
1380,123,2025-11-12,delivered,web
1381,491,2026-06-29,delivered,mobile
1382,63,2026-04-05,delivered,partner
1383,199,2025-07-10,cancelled,web
1384,470,2025-11-13,shipped,partner
1385,388,2025-11-03,shipped,partner
1386,83,2026-02-15,delivered,partner
1387,393,2026-05-31,delivered,web
1388,444,2025-08-16,delivered,partner
1389,242,2026-02-02,cancelled,web
1390,217,2025-08-26,delivered,mobile
1391,260,2025-08-08,delivered,mobile
1392,417,2026-04-12,delivered,web
1393,15,2025-08-01,delivered,web
1394,228,2026-05-30,placed,web
1395,322,2025-12-09,shipped,web
1396,81,2025-11-10,delivered,partner
1397,426,2026-06-03,delivered,mobile
1398,352,2026-02-01,delivered,web
1399,245,2025-09-12,shipped,mobile
1400,424,2025-12-20,delivered,web
1401,213,2026-01-10,shipped,partner
1402,484,2026-04-24,shipped,partner
1403,473,2026-04-17,delivered,mobile
1404,465,2025-08-20,cancelled,web
1405,360,2025-09-30,placed,mobile
1406,308,2025-11-16,placed,partner
1407,88,2026-04-22,placed,mobile
1408,223,2026-02-23,delivered,web
1409,115,2026-07-06,shipped,partner
1410,417,2025-11-19,shipped,web
1411,67,2026-02-11,delivered,mobile
1412,422,2025-11-27,delivered,web
1413,93,2026-01-31,delivered,web
1414,500,2025-11-17,shipped,web
1415,128,2026-01-11,delivered,mobile
1416,44,2025-07-11,delivered,partner
1417,499,2026-06-25,delivered,web
1418,197,2026-07-03,delivered,mobile
1419,38,2025-08-23,delivered,web
1420,477,2025-11-03,delivered,web
1421,311,2026-06-14,cancelled,mobile
1422,384,2025-07-29,placed,web
1423,196,2025-12-07,cancelled,mobile
1424,68,2026-04-18,placed,web
1425,87,2026-03-20,delivered,web
1426,240,2025-09-11,placed,mobile
1427,222,2025-09-16,shipped,web
1428,66,2026-03-18,delivered,mobile
1429,383,2026-01-06,cancelled,web
1430,449,2025-11-17,delivered,mobile
1431,136,2026-03-27,shipped,partner
1432,162,2026-03-14,delivered,web
1433,437,2026-06-07,delivered,web
1434,97,2025-09-20,placed,web
1435,241,2025-11-16,shipped,web
1436,60,2026-03-16,placed,web
1437,364,2026-04-19,delivered,web
1438,434,2025-09-19,placed,web
1439,445,2025-11-28,shipped,web
1440,261,2025-11-22,delivered,mobile
1441,109,2026-04-30,cancelled,web
1442,393,2026-04-24,shipped,partner
1443,127,2026-03-18,delivered,partner
1444,14,2025-11-28,delivered,mobile
1445,202,2026-01-13,delivered,partner
1446,429,2025-12-18,shipped,web
1447,426,2026-07-03,delivered,web
1448,490,2025-11-20,delivered,web
1449,497,2025-07-28,delivered,partner
1450,167,2026-04-23,placed,partner
1451,411,2026-05-31,shipped,mobile
1452,381,2025-08-11,delivered,mobile
1453,48,2026-01-26,shipped,web
1454,395,2026-01-26,placed,partner
1455,84,2026-01-20,delivered,web
1456,386,2026-06-05,shipped,web
1457,411,2026-02-12,delivered,partner
1458,463,2026-06-21,delivered,web
1459,50,2026-01-10,delivered,web
1460,454,2026-01-20,delivered,mobile
1461,217,2025-08-21,delivered,mobile
1462,315,2025-10-09,delivered,web
1463,21,2026-03-25,shipped,web
1464,115,2026-06-02,delivered,web
1465,254,2026-04-01,delivered,web
1466,149,2026-03-02,delivered,partner
1467,245,2025-12-06,placed,web
1468,463,2025-12-06,delivered,web
1469,152,2026-04-23,placed,web
1470,24,2026-03-25,placed,web
1471,49,2026-02-28,delivered,mobile
1472,130,2026-01-03,shipped,web
1473,258,2025-07-14,placed,mobile
1474,92,2025-10-07,delivered,web
1475,214,2026-07-01,shipped,mobile
1476,233,2026-06-14,delivered,mobile
1477,175,2025-10-09,shipped,web
1478,310,2025-11-15,delivered,web
1479,274,2025-07-15,placed,web
1480,88,2026-06-06,delivered,mobile
1481,445,2026-06-07,cancelled,mobile
1482,250,2025-12-08,delivered,partner
1483,185,2026-06-24,delivered,mobile
1484,203,2025-12-07,placed,web
1485,98,2025-09-01,delivered,mobile
1486,97,2025-07-19,shipped,mobile
1487,333,2025-11-06,delivered,mobile
1488,405,2026-04-07,shipped,web
1489,238,2025-09-19,delivered,web
1490,86,2025-09-22,delivered,web
1491,249,2026-03-04,placed,web
1492,125,2025-10-17,shipped,mobile
1493,201,2025-08-01,shipped,web
1494,434,2026-07-06,delivered,web
1495,254,2026-04-28,delivered,mobile
1496,149,2025-07-24,delivered,web
1497,303,2026-05-15,cancelled,partner
1498,445,2026-03-12,shipped,web
1499,10,2026-02-07,delivered,mobile
1500,138,2026-06-02,delivered,web
1501,254,2026-05-20,cancelled,web
1502,358,2026-02-14,placed,web
1503,99,2026-03-03,shipped,web
1504,113,2026-05-02,cancelled,web
1505,309,2026-06-07,delivered,partner
1506,371,2026-07-05,delivered,web
1507,482,2026-06-15,delivered,web
1508,242,2025-09-26,delivered,web
1509,384,2025-08-19,delivered,web
1510,103,2025-09-24,delivered,web
1511,213,2026-03-15,shipped,web
1512,25,2025-07-15,delivered,web
1513,347,2025-09-25,shipped,partner
1514,258,2025-07-22,delivered,web
1515,59,2026-05-18,shipped,mobile
1516,250,2025-11-15,cancelled,mobile
1517,394,2025-07-29,delivered,mobile
1518,459,2025-09-21,delivered,partner
1519,310,2026-06-13,placed,web
1520,485,2026-02-15,delivered,partner
1521,387,2025-08-31,cancelled,mobile
1522,313,2025-08-27,delivered,web
1523,54,2025-09-29,delivered,partner
1524,467,2026-01-07,shipped,web
1525,227,2026-03-22,delivered,partner
1526,79,2026-06-02,delivered,mobile
1527,63,2025-10-17,delivered,web
1528,394,2025-07-09,shipped,mobile
1529,175,2025-11-29,delivered,web
1530,191,2026-02-03,delivered,mobile
1531,78,2026-04-03,delivered,web
1532,411,2026-02-10,delivered,web
1533,235,2026-03-27,delivered,web
1534,16,2026-02-17,placed,web
1535,413,2026-03-27,cancelled,web
1536,162,2026-01-27,cancelled,web
1537,32,2026-01-23,delivered,mobile
1538,329,2025-09-21,cancelled,web
1539,324,2026-07-06,delivered,partner
1540,499,2025-12-04,delivered,partner
1541,359,2026-04-15,delivered,mobile
1542,161,2025-12-29,placed,web
1543,271,2026-05-14,cancelled,mobile
1544,229,2026-05-31,shipped,web
1545,404,2026-05-18,delivered,mobile
